location,NO2Level,TSGAS,JamFactor,TSJAM,lat,lon,ts 
KC5,82.5,2016-04-16 22:00:00,1.27146,2016-04-16T23:47:32.000+0000,51.49019756,-0.190863311,1460850511635 
KC5,80.4,2016-04-16 10:00:00,8.20279,2016-04-16T11:47:29.000+0000,51.49019756,-0.190863311,1460807311206 
KC3,69.7,2016-04-13 21:00:00,0.01116,2016-04-17T03:02:32.000+0000,51.49913951,-0.164337605,1460862211745 
KC4,67.5,2016-04-17 01:00:00,0.89353,2016-04-17T03:02:32.000+0000,51.48743685,-0.168397129,1460862211745 
KC5,69.6,2016-04-17 01:00:00,0,2016-04-17T03:02:32.000+0000,51.49019756,-0.190863311,1460862211745 
KC4,29.7,2016-04-16 01:00:00,0,2016-04-16T02:33:21.000+0000,51.48743685,-0.168397129,1460774010958 
KC5,32.9,2016-04-16 01:00:00,0.25562,2016-04-16T02:33:21.000+0000,51.49019756,-0.190863311,1460774010958 
KC4,75.9,2016-04-16 23:00:00,2.93447,2016-04-17T00:17:32.000+0000,51.48743685,-0.168397129,1460852311662 
KC5,81,2016-04-16 23:00:00,2.09552,2016-04-17T00:17:32.000+0000,51.49019756,-0.190863311,1460852311662 
KC3,69.7,2016-04-13 21:00:00,4.57994,2016-04-17T00:17:32.000+0000,51.49913951,-0.164337605,1460852311662 
KC5,81.6,2016-04-16 14:00:00,4.62074,2016-04-16T15:32:30.000+0000,51.49019756,-0.190863311,1460820811363 
KC4,47,2016-04-17 03:00:00,0.35819,2016-04-17T04:17:32.000+0000,51.48743685,-0.168397129,1460866711796 
KC5,69.6,2016-04-17 01:00:00,0,2016-04-17T02:32:32.000+0000,51.49019756,-0.190863311,1460860411736 
KC4,51,2016-04-16 09:00:00,5.72667,2016-04-16T11:02:29.000+0000,51.48743685,-0.168397129,1460804611161 
KC3,69.7,2016-04-13 21:00:00,7.06792,2016-04-16T11:02:29.000+0000,51.49913951,-0.164337605,1460804611161 
KC4,48.3,2016-04-16 10:00:00,4.83659,2016-04-16T12:02:29.000+0000,51.48743685,-0.168397129,1460808211220 
KC3,69.7,2016-04-13 21:00:00,6.00214,2016-04-16T12:02:29.000+0000,51.49913951,-0.164337605,1460808211220 
KC3,69.7,2016-04-13 21:00:00,0.89925,2016-04-15T22:48:19.000+0000,51.49913951,-0.164337605,1460760510871 
KC5,72.6,2016-04-16 15:00:00,5.83173,2016-04-16T16:32:30.000+0000,51.49019756,-0.190863311,1460824411399 
KC3,69.7,2016-04-13 21:00:00,0.0632,2016-04-17T04:47:33.000+0000,51.49913951,-0.164337605,1460868511823 
KC4,38.5,2016-04-17 09:00:00,3.89217,2016-04-17T10:17:33.000+0000,51.48743685,-0.168397129,1460888312014 
KC4,42.3,2016-04-17 04:00:00,0.34412,2016-04-17T06:17:33.000+0000,51.48743685,-0.168397129,1460873911884 
KC5,60.8,2016-04-17 04:00:00,0.41515,2016-04-17T06:17:33.000+0000,51.49019756,-0.190863311,1460873911884 
KC3,69.7,2016-04-13 21:00:00,3.69952,2016-04-17T10:47:33.000+0000,51.49913951,-0.164337605,1460890112032 
KC4,77.8,2016-04-17 00:00:00,1.441,2016-04-17T01:47:31.000+0000,51.48743685,-0.168397129,1460857711717 
KC3,69.7,2016-04-13 21:00:00,0.13101,2016-04-17T01:47:31.000+0000,51.49913951,-0.164337605,1460857711717 
KC5,55.1,2016-04-16 12:00:00,6.97116,2016-04-16T13:32:29.000+0000,51.49019756,-0.190863311,1460813611287 
KC3,69.7,2016-04-13 21:00:00,4.49466,2016-04-16T18:32:32.000+0000,51.49913951,-0.164337605,1460831611441 
KC5,99.7,2016-04-16 17:00:00,6.19843,2016-04-16T18:32:32.000+0000,51.49019756,-0.190863311,1460831611441 
KC4,60.7,2016-04-16 19:00:00,4.8151,2016-04-16T20:17:32.000+0000,51.48743685,-0.168397129,1460837911522 
KC5,81.6,2016-04-16 18:00:00,4.97562,2016-04-16T19:47:32.000+0000,51.49019756,-0.190863311,1460836111500 
KC3,69.7,2016-04-13 21:00:00,4.338,2016-04-16T19:47:32.000+0000,51.49913951,-0.164337605,1460836111500 
KC4,55.7,2016-04-15 21:00:00,2.12572,2016-04-15T22:33:19.000+0000,51.48743685,-0.168397129,1460759610866 
KC5,79.4,2016-04-15 21:00:00,2.91707,2016-04-15T22:33:19.000+0000,51.49019756,-0.190863311,1460759610866 
KC5,89.9,2016-04-16 21:00:00,2.16894,2016-04-16T22:17:33.000+0000,51.49019756,-0.190863311,1460845111585 
KC5,74.2,2016-04-16 19:00:00,2.07866,2016-04-16T20:47:32.000+0000,51.49019756,-0.190863311,1460839711549 
KC3,69.7,2016-04-13 21:00:00,5.18471,2016-04-16T20:47:32.000+0000,51.49913951,-0.164337605,1460839711549 
KC4,23.3,2016-04-16 03:00:00,0.72379,2016-04-16T04:18:22.000+0000,51.48743685,-0.168397129,1460780310996 
KC3,69.7,2016-04-13 21:00:00,0,2016-04-16T03:33:21.000+0000,51.49913951,-0.164337605,1460777610984 
KC4,22.8,2016-04-16 02:00:00,0.86691,2016-04-16T03:33:21.000+0000,51.48743685,-0.168397129,1460777610984 
KC3,69.7,2016-04-13 21:00:00,5.13381,2016-04-16T20:32:32.000+0000,51.49913951,-0.164337605,1460838811541 
KC5,74.2,2016-04-16 19:00:00,3.35812,2016-04-16T20:32:32.000+0000,51.49019756,-0.190863311,1460838811541 
KC4,46.4,2016-04-16 12:00:00,5.64991,2016-04-16T13:32:29.000+0000,51.48743685,-0.168397129,1460813611287 
KC4,55.7,2016-04-15 21:00:00,2.84103,2016-04-15T22:48:19.000+0000,51.48743685,-0.168397129,1460760510871 
KC3,69.7,2016-04-13 21:00:00,1.79095,2016-04-17T07:47:33.000+0000,51.49913951,-0.164337605,1460879311920 
KC3,69.7,2016-04-13 21:00:00,0.09623,2016-04-16T04:18:22.000+0000,51.49913951,-0.164337605,1460780310996 
KC4,47.9,2016-04-16 07:00:00,2.92311,2016-04-16T08:17:24.000+0000,51.48743685,-0.168397129,1460794711082 
KC5,82.3,2016-04-16 07:00:00,4.32773,2016-04-16T08:17:24.000+0000,51.49019756,-0.190863311,1460794711082 
KC5,60.8,2016-04-17 04:00:00,0.67664,2016-04-17T05:47:33.000+0000,51.49019756,-0.190863311,1460872111871 
KC4,42.3,2016-04-17 04:00:00,1.78901,2016-04-17T05:47:33.000+0000,51.48743685,-0.168397129,1460872111871 
KC5,68.9,2016-04-16 09:00:00,5.68209,2016-04-16T10:47:29.000+0000,51.49019756,-0.190863311,1460803711150 
KC4,45.7,2016-04-17 06:00:00,1.78048,2016-04-17T07:32:33.000+0000,51.48743685,-0.168397129,1460878411917 
KC4,59.8,2016-04-16 15:00:00,6.31616,2016-04-16T16:17:30.000+0000,51.48743685,-0.168397129,1460823511392 
KC4,47.9,2016-04-16 07:00:00,3.97308,2016-04-16T08:32:24.000+0000,51.48743685,-0.168397129,1460795611085 
KC5,82.3,2016-04-16 07:00:00,4.92607,2016-04-16T08:32:24.000+0000,51.49019756,-0.190863311,1460795611085 
KC3,69.7,2016-04-13 21:00:00,4.47034,2016-04-16T22:02:33.000+0000,51.49913951,-0.164337605,1460844211581 
KC3,69.7,2016-04-13 21:00:00,0.31515,2016-04-16T04:03:21.000+0000,51.49913951,-0.164337605,1460779410991 
KC3,69.7,2016-04-13 21:00:00,3.7882,2016-04-16T09:17:27.000+0000,51.49913951,-0.164337605,1460798311096 
KC4,55,2016-04-17 05:00:00,0.83182,2016-04-17T07:02:33.000+0000,51.48743685,-0.168397129,1460876611910 
KC4,75.9,2016-04-16 23:00:00,3.07632,2016-04-17T00:47:32.000+0000,51.48743685,-0.168397129,1460854111677 
KC5,58.7,2016-04-17 03:00:00,1.79862,2016-04-17T05:02:32.000+0000,51.49019756,-0.190863311,1460869411836 
KC4,52.3,2016-04-16 13:00:00,4.75126,2016-04-16T14:47:30.000+0000,51.48743685,-0.168397129,1460818111334 
KC4,59.8,2016-04-16 16:00:00,5.72168,2016-04-16T17:47:31.000+0000,51.48743685,-0.168397129,1460828911432 
KC5,98.6,2016-04-16 16:00:00,2.9066,2016-04-16T17:47:31.000+0000,51.49019756,-0.190863311,1460828911432 
KC3,69.7,2016-04-13 21:00:00,4.33247,2016-04-16T18:47:32.000+0000,51.49913951,-0.164337605,1460832511443 
KC4,52.2,2016-04-16 17:00:00,6.20128,2016-04-16T18:47:32.000+0000,51.48743685,-0.168397129,1460832511443 
KC5,99.7,2016-04-16 17:00:00,4.6432,2016-04-16T18:47:32.000+0000,51.49019756,-0.190863311,1460832511443 
KC5,43.4,2016-04-16 00:00:00,0.50317,2016-04-16T02:03:21.000+0000,51.49019756,-0.190863311,1460772210946 
KC3,69.7,2016-04-13 21:00:00,3.95724,2016-04-16T19:02:32.000+0000,51.49913951,-0.164337605,1460833411460 
KC4,52.2,2016-04-16 17:00:00,5.86642,2016-04-16T19:02:32.000+0000,51.48743685,-0.168397129,1460833411460 
KC4,52.2,2016-04-16 17:00:00,5.05981,2016-04-16T18:32:32.000+0000,51.48743685,-0.168397129,1460831611441 
KC3,69.7,2016-04-13 21:00:00,6.02944,2016-04-16T15:32:30.000+0000,51.49913951,-0.164337605,1460820811363 
